input1_x,input1_y,input1_z,input2_x,input2_y,input2_z,p_x,p_y,p_z,p_c
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-232.10133,-395.82883,107.57604,176.56032
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-243.81038,-421.16043,125.86869,182.51279
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-259.5008,-447.3172,131.62682,172.58115
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-268.70206,-475.41916,149.13593,183.25851
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-283.97095,-513.58136,146.73514,179.25758
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-299.13995,-534.1455,143.28719,172.56767
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-300.3584,-575.0127,134.82004,158.10045
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-296.83105,-596.4531,135.58209,159.3389
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-288.14233,-614.96716,137.73376,146.45285
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-282.39597,-621.78815,137.47824,150.54613
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-271.76,-630.8699,131.81447,146.1321
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-275.01886,-639.7395,130.87277,155.47264
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-262.9335,-638.20325,126.33744,150.72333
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-260.19522,-637.76965,122.035805,145.25534
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-260.98865,-636.0167,120.949905,142.58798
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-270.25333,-633.78723,117.7543,134.98161
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-263.82526,-630.90497,121.90426,133.81654
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-271.6613,-636.0974,121.9734,126.51601
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-261.20477,-633.14813,128.5556,123.50895
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-250.55058,-628.75195,135.5706,124.18442
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-246.73592,-625.8769,130.51036,124.50547
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-254.19153,-631.6864,131.09354,122.8909
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-260.39346,-631.6786,124.56971,124.73876
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-253.74663,-632.39465,137.86813,129.61383
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-266.96262,-630.7112,137.01921,135.74779
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-275.2461,-634.7503,133.03783,132.7339
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-262.37473,-632.20953,128.65231,125.971634
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-259.8889,-635.3961,130.45508,124.77691
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-269.41974,-627.91205,134.02751,133.95221
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-256.06073,-631.39575,130.62596,122.44516
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-269.15988,-630.69965,127.61307,132.0148
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-262.41092,-632.76337,129.48228,126.52582
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-259.57068,-634.74,128.91359,124.709015
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-255.7969,-633.6986,127.01955,122.17512
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-254.04063,-633.08826,132.99768,122.06829
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-254.37833,-634.41064,136.87561,123.89066
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-271.58344,-631.2187,130.50763,137.56297
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-271.96286,-628.75616,126.27331,137.47328
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-271.09384,-622.43097,128.47153,142.66151
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-277.5497,-618.0236,121.86483,141.81784
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-273.00845,-593.74493,110.228,143.34964
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-270.94778,-559.2277,101.77024,143.82741
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-270.90488,-499.8519,99.734116,152.35066
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-257.96576,-459.64804,100.771034,156.94899
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-250.74568,-435.25525,101.16316,163.10385
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-237.80817,-415.4711,99.05146,160.94467
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-224.4834,-403.6884,96.74157,159.27415
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-214.32669,-396.38205,92.9806,158.44531
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-213.21388,-393.39017,87.276146,162.82768
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-208.57709,-393.1466,87.58352,164.53664
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-212.05373,-393.73016,85.30483,166.67125
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-203.63034,-393.39047,85.9952,164.19582
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-210.6025,-393.32336,85.84994,167.79332
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-214.61198,-391.0905,85.735466,166.68593
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-212.47041,-390.6336,84.82198,167.05345
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-207.6356,-391.45895,85.38029,165.05058
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-209.58038,-392.6828,83.23551,158.14815
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-207.3058,-392.1616,84.69611,161.52585
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-207.59337,-391.1196,84.50283,164.43521
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-204.57623,-393.45538,83.76513,153.47081
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-206.91917,-394.66797,83.214,155.23099
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-209.72052,-391.20404,84.64585,163.98709
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-210.30466,-394.33383,81.267204,155.81673
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-208.49927,-394.336,82.26902,153.74966
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-214.38838,-391.7406,83.28559,165.90526
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-210.15646,-394.26407,81.712456,154.73
-202.1344372,-820.1284161,48.65856089,-187.3896689,-540.0585433,97.05041421,-208.79688,-394.60297,81.77866,153.1838
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-198.13167,-389.4029,83.38772,171.41917
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-196.71796,-392.62003,82.27735,171.77231
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-195.22763,-391.42792,83.18722,174.32077
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-195.36896,-391.459,83.15542,175.2896
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-196.77034,-391.66046,82.49439,173.44308
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-194.16814,-391.29898,82.8776,171.96184
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-195.12894,-391.7989,82.4349,172.86844
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-197.22469,-391.5245,82.55381,172.8833
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-196.62572,-389.90152,83.03481,175.28868
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-196.02725,-389.57648,83.538795,175.31665
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-197.70047,-390.11145,82.57511,174.33679
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-200.67621,-391.29227,82.65249,170.30904
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-200.36076,-390.27396,82.812874,173.43277
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-202.26021,-390.68274,80.816124,174.70119
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-193.54819,-390.61087,84.03716,175.84589
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-189.19026,-394.30072,88.03234,176.90851
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-200.3413,-401.86444,96.65278,183.41728
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-201.87743,-418.73288,104.832535,177.08238
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-215.33559,-429.50616,116.31766,183.02751
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-241.91975,-448.13477,127.56615,185.47392
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-263.21588,-461.0352,132.33807,192.38303
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-269.01312,-474.5113,136.87791,192.56978
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-270.97586,-483.76056,136.65773,192.42166
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-270.6191,-492.59525,135.35825,194.53098
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-272.22705,-490.9101,135.56422,190.87958
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-269.96964,-495.71265,136.42197,194.55144
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-267.02765,-492.79288,140.89693,199.9819
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-265.31073,-493.58737,143.57024,201.33423
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-259.48636,-490.4046,142.70676,210.6495
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-253.87683,-492.04434,145.70062,213.79799
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-253.55089,-495.88165,146.62396,217.70816
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-255.153,-492.69223,150.0008,226.87321
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-258.6467,-493.24713,151.99854,223.67221
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-258.41156,-494.2273,154.49907,229.053
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-266.10687,-486.51166,163.54866,237.355
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-266.4789,-486.19833,165.98247,244.06316
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-268.32346,-488.55524,165.5971,247.27309
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-276.37543,-486.01587,168.5216,252.39618
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-271.09833,-485.58954,169.61803,250.39598
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-268.7792,-486.5489,167.30556,240.55406
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-267.7476,-486.9823,165.12616,246.34448
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-268.2243,-486.70367,165.04184,245.42896
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-272.19556,-482.4065,164.50934,243.85638
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-267.9514,-483.36838,165.83969,244.79701
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-265.6312,-481.3863,165.07819,239.27693
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-260.79688,-495.6005,154.34882,237.01414
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-259.58148,-494.4037,148.2109,224.23651
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-256.86038,-488.4219,141.93929,213.06673
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-257.7126,-486.63693,137.18707,209.39915
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-263.4849,-488.9388,131.63028,202.58806
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-268.3158,-485.36716,129.22914,199.31781
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-269.28516,-486.7221,130.24712,196.82065
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-273.06494,-477.78928,123.99194,198.79881
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-254.83247,-478.67923,116.53364,180.60367
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-254.33781,-474.34476,116.97801,191.93228
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-230.86649,-471.9407,108.4434,184.90034
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-212.56839,-455.3204,104.60921,190.53067
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-190.14662,-438.01804,96.24433,177.62547
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-179.92636,-416.6779,99.00758,189.75226
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-175.31462,-410.46774,90.63676,181.9038
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-163.50786,-402.57394,88.76548,168.8213
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-169.40254,-399.46307,84.10973,176.62051
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-172.28235,-397.5227,85.549706,181.08821
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-171.3281,-397.40143,83.71711,173.9105
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-174.62286,-399.21762,82.37272,178.00818
-380.0436391,-639.3458031,40.3918671,-169.717676,-536.2961986,104.6536881,-172.12076,-400.778,81.83755,176.14592
